count 	 data 	 target 	 output 
6454	tensor([0.0488, 0.3577, 0.2147])	tensor([1.])	tensor([1.])
6455	tensor([0.0539, 0.5070, 0.2147])	tensor([1.])	tensor([1.])
6456	tensor([0.0263, 0.5047, 0.2275])	tensor([1.])	tensor([1.])
6457	tensor([0.0000, 0.0021, 0.0355])	tensor([0.])	tensor([0.])
6458	tensor([0.0333, 0.7914, 0.0333])	tensor([0.])	tensor([1.])
6459	tensor([0.0000, 0.0655, 0.2275])	tensor([1.])	tensor([0.])
6460	tensor([0.0013, 0.2998, 0.0577])	tensor([1.])	tensor([1.])
6461	tensor([0.0000, 0.0002, 0.0043])	tensor([0.])	tensor([0.])
6462	tensor([0.0492, 0.0768, 0.2147])	tensor([1.])	tensor([1.])
6463	tensor([0.0000, 0.0802, 0.0187])	tensor([1.])	tensor([0.])
6464	tensor([0.0263, 0.7465, 0.0592])	tensor([1.])	tensor([1.])
6465	tensor([0.0000, 0.1925, 0.1394])	tensor([0.])	tensor([1.])
6466	tensor([0.0000, 0.1243, 0.0592])	tensor([0.])	tensor([0.])
6467	tensor([0.0000, 0.0186, 0.0333])	tensor([0.])	tensor([0.])
6468	tensor([0.0000, 0.0179, 0.0023])	tensor([0.])	tensor([0.])
6469	tensor([0., 0., 0.])	tensor([0.])	tensor([0.])
6470	tensor([0.3636, 0.9742, 0.0030])	tensor([1.])	tensor([0.])
6471	tensor([0.0193, 0.5587, 0.0592])	tensor([1.])	tensor([1.])
6472	tensor([0.0582, 0.4390, 0.0592])	tensor([1.])	tensor([1.])
6473	tensor([0.0107, 0.3888, 0.2275])	tensor([1.])	tensor([1.])
6474	tensor([2.9940e-03, 2.9627e-01, 1.4884e-04])	tensor([1.])	tensor([1.])
6475	tensor([0.0029, 0.0332, 0.0592])	tensor([1.])	tensor([1.])
6476	tensor([0.0040, 0.3149, 0.1394])	tensor([1.])	tensor([1.])
6477	tensor([0.0082, 0.0622, 0.0592])	tensor([1.])	tensor([1.])
6478	tensor([0.0000, 0.0250, 0.0187])	tensor([0.])	tensor([0.])
6479	tensor([0.0000, 0.0062, 0.0355])	tensor([0.])	tensor([0.])
6480	tensor([0.0263, 0.7501, 0.0187])	tensor([0.])	tensor([1.])
6481	tensor([0.0000, 0.0029, 0.0032])	tensor([0.])	tensor([0.])
6482	tensor([0.0000, 0.0016, 0.0196])	tensor([0.])	tensor([0.])
6483	tensor([0.0000, 0.0026, 0.0040])	tensor([0.])	tensor([0.])
6484	tensor([0.0102, 0.2735, 0.0211])	tensor([1.])	tensor([1.])
6485	tensor([0.2500, 0.0107, 0.0021])	tensor([1.])	tensor([1.])
6486	tensor([0.0000, 0.0402, 0.0196])	tensor([1.])	tensor([0.])
6487	tensor([0.0000, 0.0062, 0.0355])	tensor([0.])	tensor([0.])
6488	tensor([0.0000, 0.2739, 0.0577])	tensor([1.])	tensor([1.])
6489	tensor([0.0556, 0.0232, 0.2275])	tensor([0.])	tensor([1.])
6490	tensor([0.0000, 0.0154, 0.2275])	tensor([0.])	tensor([0.])
6491	tensor([0.0000, 0.0498, 0.2147])	tensor([0.])	tensor([0.])
6492	tensor([0.0143, 0.1725, 0.2147])	tensor([1.])	tensor([1.])
6493	tensor([0.0000, 0.0438, 0.0355])	tensor([0.])	tensor([0.])
6494	tensor([0.0000, 0.0176, 0.0043])	tensor([1.])	tensor([0.])
6495	tensor([0.0000, 0.0353, 0.1394])	tensor([0.])	tensor([0.])
6496	tensor([0.0005, 0.2955, 0.0577])	tensor([1.])	tensor([1.])
6497	tensor([0.0000, 0.2180, 0.0019])	tensor([0.])	tensor([1.])
6498	tensor([0.0106, 0.1460, 0.2147])	tensor([1.])	tensor([1.])
6499	tensor([0.0000, 0.0551, 0.0592])	tensor([0.])	tensor([0.])
6500	tensor([0.0077, 0.3483, 0.0013])	tensor([1.])	tensor([1.])
6501	tensor([0.0000, 0.1857, 0.0006])	tensor([1.])	tensor([0.])
6502	tensor([0.0457, 0.6564, 0.1394])	tensor([1.])	tensor([1.])
6503	tensor([0.0141, 0.5385, 0.0592])	tensor([1.])	tensor([1.])
6504	tensor([0.0000, 0.0000, 0.0038])	tensor([0.])	tensor([0.])
6505	tensor([0.0000, 0.0269, 0.0065])	tensor([0.])	tensor([0.])
6506	tensor([0.0005, 0.0650, 0.0355])	tensor([1.])	tensor([0.])
6507	tensor([0.0070, 0.1006, 0.2147])	tensor([1.])	tensor([1.])
6508	tensor([0.0004, 0.0938, 0.0187])	tensor([1.])	tensor([0.])
6509	tensor([0.0000, 0.0066, 0.0196])	tensor([0.])	tensor([0.])
6510	tensor([0.0135, 0.2156, 0.2275])	tensor([1.])	tensor([1.])
6511	tensor([0.0003, 0.1086, 0.1394])	tensor([1.])	tensor([0.])
6512	tensor([0.0000, 0.1721, 0.0039])	tensor([1.])	tensor([0.])
6513	tensor([0.0500, 0.0647, 0.0044])	tensor([0.])	tensor([1.])
6514	tensor([0.0000, 0.0214, 0.0110])	tensor([0.])	tensor([0.])
6515	tensor([0.0208, 0.2294, 0.0333])	tensor([1.])	tensor([1.])
6516	tensor([0.0335, 0.6517, 0.0592])	tensor([1.])	tensor([1.])
6517	tensor([0.0000, 0.0021, 0.0021])	tensor([0.])	tensor([0.])
6518	tensor([0.0000, 0.0579, 0.0016])	tensor([0.])	tensor([0.])
6519	tensor([0.0250, 0.1933, 0.2147])	tensor([1.])	tensor([1.])
6520	tensor([0.0000, 0.0148, 0.0039])	tensor([0.])	tensor([0.])
6521	tensor([0.0000e+00, 7.0842e-05, 1.4321e-03])	tensor([0.])	tensor([0.])
6522	tensor([0.0135, 0.2995, 0.0577])	tensor([1.])	tensor([1.])
6523	tensor([0.0000, 0.0642, 0.0023])	tensor([0.])	tensor([0.])
6524	tensor([0.0313, 0.5568, 0.0577])	tensor([1.])	tensor([1.])
6525	tensor([0.0096, 0.1317, 0.0009])	tensor([1.])	tensor([1.])
6526	tensor([0.0104, 0.6446, 0.0065])	tensor([1.])	tensor([1.])
6527	tensor([0.0000, 0.0000, 0.0577])	tensor([0.])	tensor([0.])
6528	tensor([0.0000, 0.0077, 0.2147])	tensor([0.])	tensor([0.])
6529	tensor([0.0000, 0.0135, 0.0333])	tensor([0.])	tensor([0.])
6530	tensor([0.0000, 0.0259, 0.0039])	tensor([0.])	tensor([0.])
6531	tensor([0.0000, 0.0318, 0.0592])	tensor([0.])	tensor([0.])
6532	tensor([0.0000, 0.0080, 0.0042])	tensor([0.])	tensor([0.])
6533	tensor([0.0791, 0.7384, 0.2275])	tensor([1.])	tensor([1.])
6534	tensor([0.0000, 0.0002, 0.0027])	tensor([0.])	tensor([0.])
6535	tensor([0.0000e+00, 2.3346e-02, 3.2181e-05])	tensor([0.])	tensor([0.])
6536	tensor([0.0167, 0.7294, 0.0355])	tensor([1.])	tensor([1.])
6537	tensor([0.0000, 0.0313, 0.0003])	tensor([0.])	tensor([0.])
6538	tensor([0.0000, 0.0727, 0.0057])	tensor([1.])	tensor([0.])
6539	tensor([0.0000, 0.0387, 0.0355])	tensor([0.])	tensor([0.])
6540	tensor([0.0000, 0.0236, 0.0025])	tensor([0.])	tensor([0.])
6541	tensor([0.0000, 0.1694, 0.2275])	tensor([1.])	tensor([1.])
6542	tensor([0.0000, 0.0175, 0.0003])	tensor([0.])	tensor([0.])
6543	tensor([0.0000, 0.0181, 0.0043])	tensor([0.])	tensor([0.])
6544	tensor([0.0172, 0.2665, 0.0592])	tensor([1.])	tensor([1.])
6545	tensor([0.0297, 0.3240, 0.2147])	tensor([1.])	tensor([1.])
6546	tensor([0.0087, 0.5954, 0.0577])	tensor([1.])	tensor([1.])
6547	tensor([0.0000, 0.0000, 0.1394])	tensor([0.])	tensor([0.])
6548	tensor([0.0336, 0.6976, 0.2147])	tensor([1.])	tensor([1.])
6549	tensor([0.0288, 0.3482, 0.0592])	tensor([1.])	tensor([1.])
6550	tensor([0.0000, 0.0107, 0.0014])	tensor([0.])	tensor([0.])
6551	tensor([0.0000, 0.0196, 0.0196])	tensor([0.])	tensor([0.])
6552	tensor([0.0000, 0.0038, 0.0030])	tensor([0.])	tensor([0.])
6553	tensor([0.0323, 0.3104, 0.2147])	tensor([1.])	tensor([1.])
6554	tensor([0.0000, 0.0374, 0.0196])	tensor([0.])	tensor([0.])
6555	tensor([0.0000, 0.1360, 0.0041])	tensor([0.])	tensor([0.])
6556	tensor([0.0000, 0.0030, 0.1394])	tensor([0.])	tensor([0.])
6557	tensor([2.0000e-01, 9.2231e-01, 7.2809e-04])	tensor([0.])	tensor([0.])
6558	tensor([0.0000, 0.0266, 0.0079])	tensor([1.])	tensor([0.])
6559	tensor([0.0150, 0.3653, 0.0577])	tensor([1.])	tensor([1.])
6560	tensor([0.0310, 0.1432, 0.1394])	tensor([1.])	tensor([1.])
6561	tensor([0.0370, 0.7804, 0.1394])	tensor([1.])	tensor([1.])
6562	tensor([0.0312, 0.2723, 0.2147])	tensor([1.])	tensor([1.])
6563	tensor([0.0000, 0.0644, 0.0065])	tensor([0.])	tensor([0.])
6564	tensor([0.0103, 0.5168, 0.0196])	tensor([1.])	tensor([1.])
6565	tensor([0.0380, 0.7131, 0.0016])	tensor([1.])	tensor([1.])
6566	tensor([0.0000, 0.0078, 0.0196])	tensor([0.])	tensor([0.])
6567	tensor([0.0105, 0.4870, 0.0577])	tensor([1.])	tensor([1.])
6568	tensor([0.0000, 0.0010, 0.0040])	tensor([0.])	tensor([0.])
6569	tensor([0.0312, 0.3821, 0.0592])	tensor([1.])	tensor([1.])
6570	tensor([0.0000, 0.0247, 0.0196])	tensor([0.])	tensor([0.])
6571	tensor([0.0000, 0.0018, 0.0006])	tensor([0.])	tensor([0.])
6572	tensor([0.0000, 0.0416, 0.1394])	tensor([1.])	tensor([0.])
6573	tensor([0.0000, 0.0030, 0.0355])	tensor([0.])	tensor([0.])
6574	tensor([0.0147, 0.1604, 0.2275])	tensor([1.])	tensor([1.])
6575	tensor([0.0000, 0.0445, 0.2147])	tensor([0.])	tensor([0.])
6576	tensor([0.0203, 0.5769, 0.2275])	tensor([1.])	tensor([1.])
6577	tensor([0.0133, 0.0680, 0.2275])	tensor([1.])	tensor([1.])
6578	tensor([0.0000, 0.0494, 0.1394])	tensor([1.])	tensor([0.])
6579	tensor([0.0694, 0.4148, 0.2275])	tensor([1.])	tensor([1.])
6580	tensor([0.0500, 0.8391, 0.2275])	tensor([0.])	tensor([1.])
6581	tensor([0.0096, 0.3399, 0.2147])	tensor([1.])	tensor([1.])
6582	tensor([0.0026, 0.0552, 0.0079])	tensor([1.])	tensor([1.])
6583	tensor([0.0000, 0.0299, 0.0015])	tensor([0.])	tensor([0.])
6584	tensor([0.0000, 0.0693, 0.1394])	tensor([0.])	tensor([0.])
6585	tensor([0.0000, 0.0036, 0.0041])	tensor([0.])	tensor([0.])
6586	tensor([0.0805, 0.5624, 0.2147])	tensor([1.])	tensor([1.])
6587	tensor([0.0000, 0.0624, 0.0592])	tensor([0.])	tensor([0.])
6588	tensor([0.1038, 0.7459, 0.2147])	tensor([1.])	tensor([1.])
6589	tensor([0.0000, 0.0940, 0.2275])	tensor([0.])	tensor([0.])
6590	tensor([0.0000, 0.1072, 0.0187])	tensor([0.])	tensor([0.])
6591	tensor([0.0000, 0.0606, 0.0355])	tensor([0.])	tensor([0.])
6592	tensor([0.0000, 0.0911, 0.2275])	tensor([0.])	tensor([0.])
6593	tensor([0.0348, 0.3635, 0.2275])	tensor([1.])	tensor([1.])
6594	tensor([0.0000, 0.0020, 0.0333])	tensor([0.])	tensor([0.])
6595	tensor([0.0014, 0.0801, 0.0007])	tensor([1.])	tensor([1.])
6596	tensor([0.0000, 0.0589, 0.0196])	tensor([0.])	tensor([0.])
6597	tensor([0.0690, 0.7242, 0.2275])	tensor([1.])	tensor([1.])
6598	tensor([0.0086, 0.1540, 0.0592])	tensor([0.])	tensor([1.])
6599	tensor([0.0000, 0.0126, 0.0015])	tensor([1.])	tensor([0.])
6600	tensor([0.0041, 0.3708, 0.0187])	tensor([1.])	tensor([1.])
6601	tensor([0.0000, 0.1155, 0.0016])	tensor([0.])	tensor([0.])
6602	tensor([0.0116, 0.1288, 0.0355])	tensor([1.])	tensor([1.])
6603	tensor([0.0159, 0.2546, 0.0577])	tensor([1.])	tensor([1.])
6604	tensor([0.0800, 0.8215, 0.0079])	tensor([1.])	tensor([0.])
6605	tensor([0.0208, 0.2773, 0.2275])	tensor([0.])	tensor([1.])
6606	tensor([0.0999, 0.7078, 0.0592])	tensor([1.])	tensor([1.])
6607	tensor([0.0652, 0.4855, 0.2275])	tensor([1.])	tensor([1.])
6608	tensor([0.0024, 0.0769, 0.2147])	tensor([1.])	tensor([1.])
6609	tensor([0.0000, 0.0965, 0.0577])	tensor([0.])	tensor([0.])
6610	tensor([0.0000, 0.0341, 0.2147])	tensor([0.])	tensor([0.])
6611	tensor([0.0000, 0.1490, 0.0187])	tensor([1.])	tensor([0.])
6612	tensor([0.0130, 0.4942, 0.2275])	tensor([1.])	tensor([1.])
6613	tensor([0.0000, 0.0008, 0.0592])	tensor([0.])	tensor([0.])
6614	tensor([0.0556, 0.8434, 0.0016])	tensor([1.])	tensor([0.])
6615	tensor([0.0051, 0.3175, 0.2275])	tensor([1.])	tensor([1.])
6616	tensor([0.0000, 0.0078, 0.0016])	tensor([0.])	tensor([0.])
6617	tensor([0.0029, 0.0633, 0.0038])	tensor([1.])	tensor([1.])
6618	tensor([0.0000, 0.0035, 0.0355])	tensor([0.])	tensor([0.])
6619	tensor([0.0054, 0.2881, 0.0592])	tensor([1.])	tensor([1.])
6620	tensor([0.0000, 0.1504, 0.0211])	tensor([1.])	tensor([0.])
6621	tensor([0.0165, 0.2763, 0.0577])	tensor([1.])	tensor([1.])
6622	tensor([0.0278, 0.3807, 0.0333])	tensor([1.])	tensor([1.])
6623	tensor([0.0000, 0.0079, 0.0355])	tensor([0.])	tensor([0.])
6624	tensor([0.0000, 0.0010, 0.1394])	tensor([0.])	tensor([0.])
6625	tensor([0.0000, 0.0032, 0.0577])	tensor([0.])	tensor([0.])
6626	tensor([0.0000, 0.0284, 0.0000])	tensor([1.])	tensor([0.])
6627	tensor([0.0117, 0.5361, 0.2275])	tensor([1.])	tensor([1.])
6628	tensor([0.0015, 0.0102, 0.0592])	tensor([1.])	tensor([1.])
6629	tensor([0.0000, 0.0066, 0.0042])	tensor([0.])	tensor([0.])
6630	tensor([0.0000, 0.0599, 0.0592])	tensor([0.])	tensor([0.])
6631	tensor([0.0000, 0.0297, 0.0196])	tensor([1.])	tensor([0.])
6632	tensor([0.0000, 0.0106, 0.0050])	tensor([0.])	tensor([0.])
6633	tensor([0.0000, 0.0292, 0.0211])	tensor([0.])	tensor([0.])
6634	tensor([0.0088, 0.2554, 0.2275])	tensor([1.])	tensor([1.])
6635	tensor([0.0477, 0.6943, 0.2275])	tensor([1.])	tensor([1.])
6636	tensor([0.0000, 0.0042, 0.0592])	tensor([0.])	tensor([0.])
6637	tensor([0.0541, 0.8653, 0.0355])	tensor([1.])	tensor([0.])
6638	tensor([0.0000, 0.0132, 0.0016])	tensor([0.])	tensor([0.])
6639	tensor([0.0562, 0.7199, 0.2147])	tensor([1.])	tensor([1.])
6640	tensor([0.0000, 0.0038, 0.0355])	tensor([0.])	tensor([0.])
6641	tensor([0.0369, 0.8011, 0.0577])	tensor([1.])	tensor([1.])
6642	tensor([0.0000, 0.0537, 0.2147])	tensor([1.])	tensor([0.])
6643	tensor([0.0000, 0.0887, 0.0577])	tensor([1.])	tensor([0.])
6644	tensor([0.0189, 0.7308, 0.0040])	tensor([0.])	tensor([1.])
6645	tensor([0.0000, 0.0293, 0.1394])	tensor([1.])	tensor([0.])
6646	tensor([0.0000, 0.0083, 0.0355])	tensor([0.])	tensor([0.])
6647	tensor([0.0000, 0.0406, 0.0030])	tensor([1.])	tensor([0.])
6648	tensor([0.0255, 0.7223, 0.0577])	tensor([1.])	tensor([1.])
6649	tensor([0.0172, 0.1655, 0.2275])	tensor([1.])	tensor([1.])
6650	tensor([0.0566, 0.2245, 0.2147])	tensor([1.])	tensor([1.])
6651	tensor([0.0000, 0.0267, 0.0592])	tensor([0.])	tensor([0.])
6652	tensor([0.0172, 0.0800, 0.0001])	tensor([0.])	tensor([1.])
6653	tensor([0.0141, 0.3462, 0.0016])	tensor([1.])	tensor([1.])
6654	tensor([0.0012, 0.3869, 0.0040])	tensor([1.])	tensor([1.])
6655	tensor([0.0000, 0.0397, 0.0036])	tensor([0.])	tensor([0.])
6656	tensor([0.0000, 0.0137, 0.0016])	tensor([0.])	tensor([0.])
6657	tensor([0.0000, 0.0872, 0.2275])	tensor([0.])	tensor([0.])
6658	tensor([0.0130, 0.2133, 0.0016])	tensor([1.])	tensor([1.])
6659	tensor([0.0332, 0.3427, 0.2147])	tensor([1.])	tensor([1.])
6660	tensor([0.0000, 0.0388, 0.2147])	tensor([0.])	tensor([0.])
6661	tensor([0.0019, 0.3096, 0.2275])	tensor([1.])	tensor([1.])
6662	tensor([0.0000, 0.0858, 0.0355])	tensor([0.])	tensor([0.])
6663	tensor([0.0000, 0.1099, 0.0065])	tensor([0.])	tensor([0.])
6664	tensor([0.0000, 0.0002, 0.0000])	tensor([0.])	tensor([0.])
6665	tensor([0.0000, 0.1115, 0.2275])	tensor([0.])	tensor([0.])
6666	tensor([0.0000, 0.0074, 0.0333])	tensor([1.])	tensor([0.])
6667	tensor([0.0000, 0.0139, 0.0033])	tensor([0.])	tensor([0.])
6668	tensor([0.0072, 0.5757, 0.0196])	tensor([1.])	tensor([1.])
6669	tensor([0.0000, 0.0005, 0.0187])	tensor([0.])	tensor([0.])
6670	tensor([0.0267, 0.3788, 0.2147])	tensor([1.])	tensor([1.])
6671	tensor([0.0000, 0.0522, 0.0016])	tensor([0.])	tensor([0.])
6672	tensor([0.0194, 0.3983, 0.2275])	tensor([1.])	tensor([1.])
6673	tensor([0.0049, 0.3539, 0.2275])	tensor([1.])	tensor([1.])
6674	tensor([1.1538e-01, 9.0733e-01, 1.2470e-04])	tensor([1.])	tensor([0.])
6675	tensor([0.0000, 0.0360, 0.0196])	tensor([0.])	tensor([0.])
6676	tensor([0.0288, 0.6524, 0.0015])	tensor([1.])	tensor([1.])
6677	tensor([0.0139, 0.8125, 0.1394])	tensor([1.])	tensor([1.])
6678	tensor([0.0000, 0.1143, 0.2147])	tensor([1.])	tensor([0.])
6679	tensor([0.0255, 0.5528, 0.0592])	tensor([1.])	tensor([1.])
6680	tensor([0.0015, 0.2894, 0.0014])	tensor([1.])	tensor([1.])
6681	tensor([0.0302, 0.4881, 0.0355])	tensor([1.])	tensor([1.])
6682	tensor([0.0025, 0.1759, 0.0211])	tensor([1.])	tensor([1.])
6683	tensor([0.0000, 0.0081, 0.0577])	tensor([1.])	tensor([0.])
6684	tensor([0.0150, 0.0940, 0.2147])	tensor([1.])	tensor([1.])
6685	tensor([0.0000, 0.0852, 0.1394])	tensor([1.])	tensor([0.])
6686	tensor([0.0000, 0.1024, 0.2147])	tensor([0.])	tensor([0.])
6687	tensor([0.0000, 0.0207, 0.0196])	tensor([0.])	tensor([0.])
6688	tensor([0.0000, 0.0056, 0.0065])	tensor([0.])	tensor([0.])
6689	tensor([0.0333, 0.7192, 0.0592])	tensor([1.])	tensor([1.])
6690	tensor([0.2000, 0.9303, 0.1394])	tensor([0.])	tensor([0.])
6691	tensor([0.0204, 0.1687, 0.2147])	tensor([0.])	tensor([1.])
6692	tensor([0.0625, 0.9217, 0.0009])	tensor([0.])	tensor([0.])
6693	tensor([0.0006, 0.3547, 0.0079])	tensor([1.])	tensor([1.])
6694	tensor([0.1250, 0.4093, 0.2147])	tensor([1.])	tensor([1.])
6695	tensor([0.0000, 0.1086, 0.0187])	tensor([0.])	tensor([0.])
6696	tensor([0.0000, 0.0548, 0.0355])	tensor([1.])	tensor([0.])
6697	tensor([0.0000, 0.0819, 0.2147])	tensor([0.])	tensor([0.])
6698	tensor([0.0258, 0.2463, 0.0004])	tensor([1.])	tensor([1.])
6699	tensor([0.0292, 0.6746, 0.2275])	tensor([1.])	tensor([1.])
6700	tensor([0.0000e+00, 0.0000e+00, 9.6543e-05])	tensor([0.])	tensor([0.])
6701	tensor([0.0000, 0.0007, 0.0057])	tensor([0.])	tensor([0.])
6702	tensor([0.0000, 0.0049, 0.0355])	tensor([0.])	tensor([0.])
6703	tensor([0.0000, 0.0128, 0.0577])	tensor([0.])	tensor([0.])
6704	tensor([0.0211, 0.4225, 0.2275])	tensor([1.])	tensor([1.])
6705	tensor([0.0000, 0.0145, 0.0050])	tensor([0.])	tensor([0.])
6706	tensor([0.0000, 0.0888, 0.0039])	tensor([1.])	tensor([0.])
6707	tensor([0.1429, 0.1945, 0.0027])	tensor([0.])	tensor([1.])
6708	tensor([0.0000, 0.0540, 0.0033])	tensor([0.])	tensor([0.])
6709	tensor([0.0462, 0.5343, 0.2275])	tensor([1.])	tensor([1.])
6710	tensor([0.0000, 0.0000, 0.0196])	tensor([0.])	tensor([0.])
6711	tensor([0.0051, 0.3615, 0.2275])	tensor([1.])	tensor([1.])
6712	tensor([0.0000e+00, 2.3438e-02, 1.2068e-05])	tensor([0.])	tensor([0.])
6713	tensor([0.0159, 0.4320, 0.2275])	tensor([1.])	tensor([1.])
6714	tensor([0.0154, 0.0319, 0.0333])	tensor([0.])	tensor([1.])
6715	tensor([0.0263, 0.5941, 0.0355])	tensor([1.])	tensor([1.])
6716	tensor([0.0000, 0.0595, 0.2147])	tensor([0.])	tensor([0.])
6717	tensor([0.0000, 0.0236, 0.0196])	tensor([0.])	tensor([0.])
6718	tensor([0.0000, 0.0000, 0.0577])	tensor([0.])	tensor([0.])
6719	tensor([0.0000, 0.0024, 0.0003])	tensor([0.])	tensor([0.])
6720	tensor([0.0506, 0.7175, 0.2275])	tensor([1.])	tensor([1.])
6721	tensor([0.0000, 0.1418, 0.0592])	tensor([0.])	tensor([0.])
6722	tensor([0.0000, 0.0282, 0.0333])	tensor([0.])	tensor([0.])
6723	tensor([0.0000, 0.0091, 0.0577])	tensor([0.])	tensor([0.])
6724	tensor([0.0000, 0.0849, 0.2147])	tensor([1.])	tensor([0.])
6725	tensor([0.0476, 0.0457, 0.0592])	tensor([1.])	tensor([1.])
6726	tensor([0.0691, 0.4687, 0.2275])	tensor([1.])	tensor([1.])
6727	tensor([0.0000, 0.0359, 0.0043])	tensor([0.])	tensor([0.])
6728	tensor([0.0093, 0.3052, 0.2275])	tensor([1.])	tensor([1.])
6729	tensor([0.0000, 0.0939, 0.2147])	tensor([0.])	tensor([0.])
6730	tensor([0.0000, 0.0102, 0.0592])	tensor([0.])	tensor([0.])
6731	tensor([0.0000, 0.0074, 0.0187])	tensor([0.])	tensor([0.])
6732	tensor([0.0000, 0.0063, 0.0187])	tensor([0.])	tensor([0.])
6733	tensor([0.0000, 0.0856, 0.0211])	tensor([1.])	tensor([0.])
6734	tensor([0.0554, 0.4989, 0.2275])	tensor([1.])	tensor([1.])
6735	tensor([0.0617, 0.6641, 0.2275])	tensor([1.])	tensor([1.])
6736	tensor([0.0075, 0.2315, 0.2275])	tensor([1.])	tensor([1.])
6737	tensor([0.0093, 0.2334, 0.2275])	tensor([1.])	tensor([1.])
6738	tensor([0.0840, 0.5118, 0.2147])	tensor([1.])	tensor([1.])
6739	tensor([0.0000, 0.0000, 0.2147])	tensor([0.])	tensor([0.])
6740	tensor([0.0000, 0.0295, 0.1394])	tensor([0.])	tensor([0.])
6741	tensor([0.0031, 0.2000, 0.0592])	tensor([1.])	tensor([1.])
6742	tensor([0.0000, 0.0061, 0.2275])	tensor([0.])	tensor([0.])
6743	tensor([0.0000, 0.0116, 0.0592])	tensor([0.])	tensor([0.])
6744	tensor([0.0133, 0.5709, 0.0333])	tensor([1.])	tensor([1.])
6745	tensor([0.0000, 0.0879, 0.0110])	tensor([1.])	tensor([0.])
6746	tensor([0.0000, 0.0606, 0.2275])	tensor([0.])	tensor([0.])
6747	tensor([0.0000, 0.0004, 0.0333])	tensor([0.])	tensor([0.])
6748	tensor([0.0078, 0.3581, 0.2275])	tensor([1.])	tensor([1.])
6749	tensor([0.0000, 0.0213, 0.0592])	tensor([0.])	tensor([0.])
6750	tensor([0.0319, 0.6246, 0.2275])	tensor([1.])	tensor([1.])
6751	tensor([0.0000, 0.0072, 0.0030])	tensor([0.])	tensor([0.])
6752	tensor([0.0020, 0.4111, 0.0187])	tensor([1.])	tensor([1.])
6753	tensor([0.0087, 0.1507, 0.2147])	tensor([1.])	tensor([1.])
6754	tensor([0.0435, 0.6669, 0.0577])	tensor([1.])	tensor([1.])
6755	tensor([0.0367, 0.7188, 0.1394])	tensor([1.])	tensor([1.])
6756	tensor([0.0000, 0.0570, 0.0018])	tensor([0.])	tensor([0.])
6757	tensor([0.0000, 0.0118, 0.0014])	tensor([0.])	tensor([0.])
6758	tensor([0.0278, 0.6747, 0.1394])	tensor([1.])	tensor([1.])
6759	tensor([0.0167, 0.1936, 0.2147])	tensor([1.])	tensor([1.])
6760	tensor([0.0000, 0.1834, 0.0014])	tensor([0.])	tensor([0.])
6761	tensor([0.0000, 0.0015, 0.0040])	tensor([0.])	tensor([0.])
6762	tensor([0.0000, 0.0014, 0.0333])	tensor([0.])	tensor([0.])
6763	tensor([0.0000, 0.1748, 0.0040])	tensor([0.])	tensor([0.])
6764	tensor([0.0000, 0.0174, 0.0592])	tensor([0.])	tensor([0.])
6765	tensor([0.0000, 0.0071, 0.0011])	tensor([0.])	tensor([0.])
6766	tensor([0.0000, 0.0132, 0.0050])	tensor([0.])	tensor([0.])
6767	tensor([0.0556, 0.7912, 0.2275])	tensor([1.])	tensor([1.])
6768	tensor([0.0000, 0.0909, 0.0005])	tensor([0.])	tensor([0.])
6769	tensor([0.0000e+00, 3.7037e-03, 7.6430e-05])	tensor([0.])	tensor([0.])
6770	tensor([0.0000, 0.0391, 0.0001])	tensor([0.])	tensor([0.])
6771	tensor([0.0491, 0.7352, 0.2147])	tensor([1.])	tensor([1.])
6772	tensor([0.0372, 0.3133, 0.2275])	tensor([1.])	tensor([1.])
6773	tensor([0.0000, 0.0485, 0.0042])	tensor([0.])	tensor([0.])
6774	tensor([0.0170, 0.6792, 0.0577])	tensor([1.])	tensor([1.])
6775	tensor([0.0230, 0.4732, 0.0592])	tensor([1.])	tensor([1.])
6776	tensor([0.0000, 0.0566, 0.0355])	tensor([0.])	tensor([0.])
6777	tensor([0.0000, 0.0321, 0.0032])	tensor([0.])	tensor([0.])
6778	tensor([0.0000, 0.0000, 0.0043])	tensor([0.])	tensor([0.])
6779	tensor([0.0199, 0.6688, 0.0196])	tensor([1.])	tensor([1.])
6780	tensor([0.0476, 0.7369, 0.0355])	tensor([0.])	tensor([1.])
6781	tensor([0.0309, 0.2515, 0.2275])	tensor([1.])	tensor([1.])
6782	tensor([0.0000, 0.0627, 0.2275])	tensor([0.])	tensor([0.])
6783	tensor([0.0000, 0.0458, 0.0333])	tensor([0.])	tensor([0.])
6784	tensor([0.0201, 0.3305, 0.2275])	tensor([1.])	tensor([1.])
6785	tensor([0.0127, 0.2507, 0.2147])	tensor([1.])	tensor([1.])
6786	tensor([0.0000, 0.0000, 0.0196])	tensor([0.])	tensor([0.])
6787	tensor([0.0000, 0.0124, 0.0196])	tensor([0.])	tensor([0.])
6788	tensor([0.0000, 0.1740, 0.0036])	tensor([1.])	tensor([0.])
6789	tensor([0.0000, 0.0073, 0.2147])	tensor([0.])	tensor([0.])
6790	tensor([0.0248, 0.3839, 0.0333])	tensor([1.])	tensor([1.])
6791	tensor([0.0000, 0.0253, 0.0333])	tensor([0.])	tensor([0.])
6792	tensor([0.0000, 0.0294, 0.0187])	tensor([0.])	tensor([0.])
