count 	 data 	 target 	 output 
4559	tensor([0.0000, 0.2198, 0.0050])	tensor([1.])	tensor([1.])
4560	tensor([0.0462, 0.5071, 0.0577])	tensor([1.])	tensor([1.])
4561	tensor([0.0000, 0.0053, 0.0009])	tensor([0.])	tensor([0.])
4562	tensor([0.0563, 0.7267, 0.2275])	tensor([1.])	tensor([1.])
4563	tensor([0.0000, 0.0260, 0.0355])	tensor([0.])	tensor([0.])
4564	tensor([0.0000, 0.0003, 0.0333])	tensor([0.])	tensor([0.])
4565	tensor([0.0333, 0.7156, 0.1394])	tensor([1.])	tensor([1.])
4566	tensor([0.0201, 0.4568, 0.0027])	tensor([1.])	tensor([1.])
4567	tensor([0.0000, 0.0962, 0.0333])	tensor([0.])	tensor([0.])
4568	tensor([0.0025, 0.0997, 0.0333])	tensor([1.])	tensor([1.])
4569	tensor([0.0129, 0.2302, 0.0030])	tensor([1.])	tensor([1.])
4570	tensor([0.0577, 0.4608, 0.0042])	tensor([1.])	tensor([1.])
4571	tensor([0.0000, 0.1282, 0.0018])	tensor([1.])	tensor([0.])
4572	tensor([0.0000, 0.0319, 0.0196])	tensor([0.])	tensor([0.])
4573	tensor([0.0000, 0.0070, 0.0333])	tensor([0.])	tensor([0.])
4574	tensor([0.0000, 0.0034, 0.2147])	tensor([0.])	tensor([0.])
4575	tensor([0.0000, 0.0002, 0.0577])	tensor([0.])	tensor([0.])
4576	tensor([0.0000, 0.0509, 0.0355])	tensor([0.])	tensor([0.])
4577	tensor([0.0000, 0.0099, 0.0355])	tensor([0.])	tensor([0.])
4578	tensor([0.0000, 0.0000, 0.0002])	tensor([0.])	tensor([0.])
4579	tensor([0.0000, 0.0508, 0.0039])	tensor([0.])	tensor([0.])
4580	tensor([0.0000, 0.0676, 0.0016])	tensor([0.])	tensor([0.])
4581	tensor([0.0276, 0.3916, 0.2147])	tensor([1.])	tensor([1.])
4582	tensor([0.0387, 0.3188, 0.2147])	tensor([1.])	tensor([1.])
4583	tensor([0.0000, 0.0048, 0.0015])	tensor([0.])	tensor([0.])
4584	tensor([0.0140, 0.3275, 0.0355])	tensor([1.])	tensor([1.])
4585	tensor([0.0368, 0.7124, 0.2275])	tensor([1.])	tensor([1.])
4586	tensor([0.0000, 0.0009, 0.1394])	tensor([0.])	tensor([0.])
4587	tensor([0.0000e+00, 1.3880e-03, 4.8271e-05])	tensor([0.])	tensor([0.])
4588	tensor([0.0000, 0.0310, 0.0187])	tensor([0.])	tensor([0.])
4589	tensor([0.0000, 0.0042, 0.0018])	tensor([0.])	tensor([0.])
4590	tensor([0.0456, 0.6686, 0.0333])	tensor([1.])	tensor([1.])
4591	tensor([0.0564, 0.5020, 0.0577])	tensor([1.])	tensor([1.])
4592	tensor([0.0600, 0.4319, 0.2275])	tensor([1.])	tensor([1.])
4593	tensor([0.0242, 0.7321, 0.0333])	tensor([1.])	tensor([1.])
4594	tensor([0.0000, 0.1228, 0.2275])	tensor([0.])	tensor([0.])
4595	tensor([0.0018, 0.0769, 0.2147])	tensor([1.])	tensor([1.])
4596	tensor([0.0000, 0.2566, 0.2147])	tensor([1.])	tensor([1.])
4597	tensor([0.0000, 0.0150, 0.0196])	tensor([0.])	tensor([0.])
4598	tensor([0.0000, 0.0181, 0.2147])	tensor([0.])	tensor([0.])
4599	tensor([0.0000, 0.0361, 0.0011])	tensor([0.])	tensor([0.])
4600	tensor([0.0000, 0.0027, 0.0577])	tensor([0.])	tensor([0.])
4601	tensor([0.0331, 0.3621, 0.0577])	tensor([1.])	tensor([1.])
4602	tensor([0.0000, 0.0000, 0.0187])	tensor([0.])	tensor([0.])
4603	tensor([0.0000, 0.0093, 0.0011])	tensor([0.])	tensor([0.])
4604	tensor([0.0222, 0.1879, 0.2147])	tensor([1.])	tensor([1.])
4605	tensor([0.0256, 0.1576, 0.0032])	tensor([1.])	tensor([1.])
4606	tensor([0.0000, 0.0175, 0.2275])	tensor([0.])	tensor([0.])
4607	tensor([0.0000, 0.0071, 0.0002])	tensor([0.])	tensor([0.])
4608	tensor([0.0000, 0.0870, 0.0592])	tensor([1.])	tensor([0.])
4609	tensor([0.0000, 0.0033, 0.0187])	tensor([0.])	tensor([0.])
4610	tensor([0.0082, 0.0288, 0.2147])	tensor([1.])	tensor([1.])
4611	tensor([0.0000, 0.0201, 0.0014])	tensor([0.])	tensor([0.])
4612	tensor([0.0690, 0.8397, 0.0196])	tensor([0.])	tensor([1.])
4613	tensor([0.0000, 0.0661, 0.2147])	tensor([1.])	tensor([0.])
4614	tensor([0.0000, 0.2031, 0.0333])	tensor([0.])	tensor([1.])
4615	tensor([0.0105, 0.1579, 0.2147])	tensor([1.])	tensor([1.])
4616	tensor([0.0235, 0.2581, 0.2275])	tensor([1.])	tensor([1.])
4617	tensor([0.0000, 0.0244, 0.0015])	tensor([0.])	tensor([0.])
4618	tensor([0.0297, 0.3240, 0.2147])	tensor([1.])	tensor([1.])
4619	tensor([0.0018, 0.0530, 0.0025])	tensor([1.])	tensor([1.])
4620	tensor([0.0000, 0.0340, 0.0042])	tensor([0.])	tensor([0.])
4621	tensor([0.0000, 0.1763, 0.0014])	tensor([0.])	tensor([0.])
4622	tensor([0.0000, 0.1071, 0.0187])	tensor([1.])	tensor([0.])
4623	tensor([0.0446, 0.6891, 0.2147])	tensor([1.])	tensor([1.])
4624	tensor([0.0051, 0.1943, 0.0016])	tensor([1.])	tensor([1.])
4625	tensor([0.0312, 0.2866, 0.0333])	tensor([1.])	tensor([1.])
4626	tensor([0.0000, 0.0236, 0.0196])	tensor([0.])	tensor([0.])
4627	tensor([0.0166, 0.3582, 0.2147])	tensor([1.])	tensor([1.])
4628	tensor([0.0455, 0.2696, 0.0577])	tensor([1.])	tensor([1.])
4629	tensor([0.0000, 0.0486, 0.0016])	tensor([1.])	tensor([0.])
4630	tensor([0.0435, 0.8940, 0.2147])	tensor([0.])	tensor([1.])
4631	tensor([0.0588, 0.7032, 0.0577])	tensor([0.])	tensor([1.])
4632	tensor([0.0396, 0.4619, 0.0050])	tensor([1.])	tensor([1.])
4633	tensor([0.0000, 0.2215, 0.0196])	tensor([1.])	tensor([1.])
4634	tensor([0.0000, 0.0465, 0.0001])	tensor([0.])	tensor([0.])
4635	tensor([0.0327, 0.1856, 0.2147])	tensor([1.])	tensor([1.])
4636	tensor([0.0128, 0.3524, 0.2147])	tensor([1.])	tensor([1.])
4637	tensor([0.0000, 0.1060, 0.0014])	tensor([0.])	tensor([0.])
4638	tensor([0.0102, 0.5989, 0.0196])	tensor([1.])	tensor([1.])
4639	tensor([0.0815, 0.6754, 0.1394])	tensor([1.])	tensor([1.])
4640	tensor([0.0096, 0.4312, 0.2275])	tensor([1.])	tensor([1.])
4641	tensor([0.0000, 0.0361, 0.1394])	tensor([0.])	tensor([0.])
4642	tensor([0.0000, 0.0010, 0.0355])	tensor([0.])	tensor([0.])
4643	tensor([0.0000, 0.0333, 0.0039])	tensor([0.])	tensor([0.])
4644	tensor([0.0345, 0.2932, 0.0042])	tensor([1.])	tensor([1.])
4645	tensor([0.0169, 0.4036, 0.0038])	tensor([1.])	tensor([1.])
4646	tensor([0.0114, 0.1618, 0.2275])	tensor([1.])	tensor([1.])
4647	tensor([0.0000, 0.1128, 0.0196])	tensor([0.])	tensor([0.])
4648	tensor([0.0359, 0.2920, 0.2275])	tensor([1.])	tensor([1.])
4649	tensor([0.0089, 0.6028, 0.0043])	tensor([1.])	tensor([1.])
4650	tensor([0.0000e+00, 2.1146e-02, 3.2181e-05])	tensor([0.])	tensor([0.])
4651	tensor([0.0833, 0.0444, 0.0333])	tensor([0.])	tensor([1.])
4652	tensor([0.0000, 0.0775, 0.0110])	tensor([0.])	tensor([0.])
4653	tensor([0.0000, 0.0003, 0.0333])	tensor([0.])	tensor([0.])
4654	tensor([0.0081, 0.2476, 0.2147])	tensor([1.])	tensor([1.])
4655	tensor([0.0146, 0.3552, 0.2275])	tensor([1.])	tensor([1.])
4656	tensor([0.0909, 0.3474, 0.0355])	tensor([1.])	tensor([1.])
4657	tensor([0.0332, 0.0878, 0.2147])	tensor([1.])	tensor([1.])
4658	tensor([0.0273, 0.2460, 0.0016])	tensor([1.])	tensor([1.])
4659	tensor([0.0046, 0.0808, 0.0039])	tensor([1.])	tensor([1.])
4660	tensor([0.0000, 0.0085, 0.2147])	tensor([0.])	tensor([0.])
4661	tensor([0.0154, 0.1396, 0.2147])	tensor([1.])	tensor([1.])
4662	tensor([0.0000, 0.1451, 0.0042])	tensor([1.])	tensor([0.])
4663	tensor([0.0000, 0.1775, 0.0030])	tensor([0.])	tensor([0.])
4664	tensor([0.0000, 0.1977, 0.0003])	tensor([1.])	tensor([0.])
4665	tensor([0.0499, 0.3679, 0.2147])	tensor([1.])	tensor([1.])
4666	tensor([0.0421, 0.4217, 0.0592])	tensor([1.])	tensor([1.])
4667	tensor([0.0000, 0.1182, 0.0196])	tensor([0.])	tensor([0.])
4668	tensor([0.0000, 0.0447, 0.0333])	tensor([0.])	tensor([0.])
4669	tensor([0.0625, 0.8806, 0.1394])	tensor([1.])	tensor([1.])
4670	tensor([0.0112, 0.5340, 0.0016])	tensor([1.])	tensor([1.])
4671	tensor([0.0427, 0.4863, 0.0577])	tensor([1.])	tensor([1.])
4672	tensor([0.0930, 0.5127, 0.2147])	tensor([1.])	tensor([1.])
4673	tensor([0.0000, 0.0570, 0.0577])	tensor([0.])	tensor([0.])
4674	tensor([0.0166, 0.2048, 0.2275])	tensor([1.])	tensor([1.])
4675	tensor([0.0026, 0.1796, 0.2275])	tensor([1.])	tensor([1.])
4676	tensor([0.0000, 0.0375, 0.0003])	tensor([0.])	tensor([0.])
4677	tensor([0.0042, 0.1098, 0.1394])	tensor([1.])	tensor([1.])
4678	tensor([0.0074, 0.2927, 0.0003])	tensor([1.])	tensor([1.])
4679	tensor([0.0000, 0.0504, 0.1394])	tensor([0.])	tensor([0.])
4680	tensor([0.0123, 0.5530, 0.0043])	tensor([0.])	tensor([1.])
4681	tensor([0.0000, 0.0021, 0.0577])	tensor([0.])	tensor([0.])
4682	tensor([0.0000, 0.0082, 0.0577])	tensor([0.])	tensor([0.])
4683	tensor([0.0622, 0.4699, 0.2275])	tensor([1.])	tensor([1.])
4684	tensor([0.0000, 0.0485, 0.0016])	tensor([0.])	tensor([0.])
4685	tensor([0.0251, 0.5704, 0.2275])	tensor([1.])	tensor([1.])
4686	tensor([0.0000, 0.0003, 0.2147])	tensor([0.])	tensor([0.])
4687	tensor([0.0000, 0.0579, 0.0577])	tensor([0.])	tensor([0.])
4688	tensor([0.0000, 0.0393, 0.2147])	tensor([0.])	tensor([0.])
4689	tensor([0.0392, 0.2199, 0.2147])	tensor([1.])	tensor([1.])
4690	tensor([0.0000, 0.0779, 0.0592])	tensor([0.])	tensor([0.])
4691	tensor([0.0259, 0.7131, 0.1394])	tensor([1.])	tensor([1.])
4692	tensor([0.0101, 0.0072, 0.2147])	tensor([1.])	tensor([1.])
4693	tensor([0.0488, 0.3577, 0.2147])	tensor([1.])	tensor([1.])
4694	tensor([0.0256, 0.3226, 0.0025])	tensor([1.])	tensor([1.])
4695	tensor([0.0000, 0.0849, 0.0187])	tensor([0.])	tensor([0.])
4696	tensor([0.0168, 0.5203, 0.0592])	tensor([1.])	tensor([1.])
4697	tensor([0.0390, 0.3726, 0.2147])	tensor([1.])	tensor([1.])
4698	tensor([0.0000, 0.0312, 0.0041])	tensor([1.])	tensor([0.])
4699	tensor([0.0000, 0.0429, 0.2147])	tensor([0.])	tensor([0.])
4700	tensor([0.0357, 0.3257, 0.2275])	tensor([1.])	tensor([1.])
4701	tensor([0.0000, 0.1217, 0.2275])	tensor([1.])	tensor([0.])
4702	tensor([0.0000, 0.0423, 0.0196])	tensor([0.])	tensor([0.])
4703	tensor([0.0000, 0.0047, 0.0592])	tensor([0.])	tensor([0.])
4704	tensor([0.0000, 0.0006, 0.0333])	tensor([0.])	tensor([0.])
4705	tensor([0.0000, 0.0658, 0.2147])	tensor([0.])	tensor([0.])
4706	tensor([0.0000, 0.0151, 0.0196])	tensor([0.])	tensor([0.])
4707	tensor([0.0116, 0.1972, 0.2275])	tensor([1.])	tensor([1.])
4708	tensor([0.0589, 0.5346, 0.0006])	tensor([1.])	tensor([1.])
4709	tensor([0.0000, 0.1270, 0.0355])	tensor([0.])	tensor([0.])
4710	tensor([0.0000, 0.0022, 0.0050])	tensor([1.])	tensor([0.])
4711	tensor([0.0000, 0.0062, 0.0050])	tensor([0.])	tensor([0.])
4712	tensor([0.0000, 0.0179, 0.0196])	tensor([0.])	tensor([0.])
4713	tensor([0.0000, 0.0267, 0.0033])	tensor([0.])	tensor([0.])
4714	tensor([0.0127, 0.5908, 0.0592])	tensor([1.])	tensor([1.])
4715	tensor([0.0000, 0.0095, 0.0592])	tensor([0.])	tensor([0.])
4716	tensor([0.0141, 0.5385, 0.0592])	tensor([1.])	tensor([1.])
4717	tensor([0.0328, 0.1503, 0.2147])	tensor([1.])	tensor([1.])
4718	tensor([0.0000, 0.0092, 0.0033])	tensor([0.])	tensor([0.])
4719	tensor([0.0000, 0.0057, 0.0110])	tensor([0.])	tensor([0.])
4720	tensor([0.0816, 0.2779, 0.2147])	tensor([1.])	tensor([1.])
4721	tensor([0.0000, 0.0391, 0.0577])	tensor([0.])	tensor([0.])
4722	tensor([0.0286, 0.7103, 0.0355])	tensor([0.])	tensor([1.])
4723	tensor([0.0204, 0.7128, 0.1394])	tensor([1.])	tensor([1.])
4724	tensor([0.1250, 0.9933, 0.1394])	tensor([0.])	tensor([0.])
4725	tensor([0.0000, 0.1717, 0.0079])	tensor([0.])	tensor([0.])
4726	tensor([0.0221, 0.2711, 0.0592])	tensor([1.])	tensor([1.])
4727	tensor([0.0000, 0.0036, 0.0009])	tensor([0.])	tensor([0.])
4728	tensor([0.0000, 0.0032, 0.0002])	tensor([0.])	tensor([0.])
4729	tensor([0.0000, 0.0062, 0.0039])	tensor([0.])	tensor([0.])
4730	tensor([0.0000, 0.0248, 0.0015])	tensor([0.])	tensor([0.])
4731	tensor([0.0000, 0.0623, 0.0333])	tensor([0.])	tensor([0.])
4732	tensor([0.0000, 0.1097, 0.0110])	tensor([1.])	tensor([0.])
4733	tensor([0.0297, 0.2338, 0.2147])	tensor([1.])	tensor([1.])
4734	tensor([0.0028, 0.4188, 0.2275])	tensor([1.])	tensor([1.])
4735	tensor([0.0670, 0.7185, 0.2147])	tensor([1.])	tensor([1.])
4736	tensor([0.0368, 0.7041, 0.0355])	tensor([1.])	tensor([1.])
4737	tensor([0.0000, 0.0239, 0.0577])	tensor([0.])	tensor([0.])
4738	tensor([0.0244, 0.1714, 0.2275])	tensor([1.])	tensor([1.])
4739	tensor([0.0292, 0.4379, 0.0057])	tensor([1.])	tensor([1.])
4740	tensor([0.0000, 0.2697, 0.1394])	tensor([1.])	tensor([1.])
4741	tensor([0.0000, 0.0370, 0.2147])	tensor([0.])	tensor([0.])
4742	tensor([0.0296, 0.5811, 0.2147])	tensor([1.])	tensor([1.])
4743	tensor([0.0000, 0.0655, 0.2275])	tensor([1.])	tensor([0.])
4744	tensor([0.0000, 0.0000, 0.0040])	tensor([0.])	tensor([0.])
4745	tensor([0.0204, 0.0994, 0.2147])	tensor([1.])	tensor([1.])
4746	tensor([0.0000, 0.0000, 0.0355])	tensor([0.])	tensor([0.])
4747	tensor([0.0000, 0.0580, 0.0032])	tensor([0.])	tensor([0.])
4748	tensor([0.0000, 0.1455, 0.0018])	tensor([1.])	tensor([0.])
4749	tensor([0.0204, 0.0847, 0.1394])	tensor([1.])	tensor([1.])
4750	tensor([0.0495, 0.7508, 0.1394])	tensor([1.])	tensor([1.])
4751	tensor([0.0026, 0.4944, 0.0592])	tensor([1.])	tensor([1.])
4752	tensor([0.0000, 0.0462, 0.0110])	tensor([0.])	tensor([0.])
4753	tensor([0.0000, 0.0245, 0.0030])	tensor([0.])	tensor([0.])
4754	tensor([0.0000, 0.0190, 0.0187])	tensor([0.])	tensor([0.])
4755	tensor([0.0302, 0.4420, 0.2275])	tensor([1.])	tensor([1.])
4756	tensor([0.0000, 0.0693, 0.1394])	tensor([0.])	tensor([0.])
4757	tensor([0.0000, 0.0000, 0.2147])	tensor([0.])	tensor([0.])
4758	tensor([0.0000, 0.0010, 0.1394])	tensor([0.])	tensor([0.])
4759	tensor([0.0071, 0.3956, 0.2275])	tensor([1.])	tensor([1.])
4760	tensor([0.0000, 0.0016, 0.0211])	tensor([0.])	tensor([0.])
4761	tensor([0.0284, 0.5464, 0.0355])	tensor([1.])	tensor([1.])
4762	tensor([0.0000, 0.0805, 0.0333])	tensor([0.])	tensor([0.])
4763	tensor([0.0000, 0.0072, 0.2275])	tensor([1.])	tensor([0.])
4764	tensor([0.0000, 0.0559, 0.0004])	tensor([0.])	tensor([0.])
4765	tensor([0.0388, 0.7749, 0.0577])	tensor([1.])	tensor([1.])
4766	tensor([0.0151, 0.6375, 0.1394])	tensor([1.])	tensor([1.])
4767	tensor([0.0000, 0.0000, 0.0187])	tensor([0.])	tensor([0.])
4768	tensor([0.0000, 0.0103, 0.0592])	tensor([0.])	tensor([0.])
4769	tensor([0.0438, 0.4735, 0.0333])	tensor([1.])	tensor([1.])
4770	tensor([0.0000, 0.0957, 0.2147])	tensor([0.])	tensor([0.])
4771	tensor([0.0000, 0.0000, 0.0007])	tensor([0.])	tensor([0.])
4772	tensor([0.0000, 0.0766, 0.0025])	tensor([0.])	tensor([0.])
4773	tensor([0.0000, 0.0151, 0.2147])	tensor([0.])	tensor([0.])
4774	tensor([0.0065, 0.0215, 0.2275])	tensor([1.])	tensor([1.])
4775	tensor([0.0154, 0.1885, 0.0030])	tensor([1.])	tensor([1.])
4776	tensor([0.0128, 0.1592, 0.0187])	tensor([1.])	tensor([1.])
4777	tensor([0.0588, 0.8210, 0.1394])	tensor([1.])	tensor([1.])
4778	tensor([0.0000, 0.0307, 0.2147])	tensor([0.])	tensor([0.])
4779	tensor([0.0000, 0.0857, 0.2275])	tensor([0.])	tensor([0.])
4780	tensor([0.0000, 0.0321, 0.0005])	tensor([0.])	tensor([0.])
4781	tensor([0.0000, 0.0008, 0.0042])	tensor([0.])	tensor([0.])
4782	tensor([0.0457, 0.5228, 0.2275])	tensor([1.])	tensor([1.])
4783	tensor([0.0000, 0.1791, 0.0333])	tensor([0.])	tensor([0.])
4784	tensor([0.0000, 0.0003, 0.0333])	tensor([0.])	tensor([0.])
4785	tensor([0.0123, 0.1585, 0.0592])	tensor([0.])	tensor([1.])
4786	tensor([0.0293, 0.3901, 0.2275])	tensor([1.])	tensor([1.])
4787	tensor([0.0000, 0.0021, 0.0196])	tensor([0.])	tensor([0.])
4788	tensor([0.0000, 0.1434, 0.2147])	tensor([0.])	tensor([1.])
4789	tensor([0.0000, 0.0362, 0.0187])	tensor([0.])	tensor([0.])
4790	tensor([0.0092, 0.3437, 0.0196])	tensor([1.])	tensor([1.])
4791	tensor([0.0000, 0.0097, 0.0110])	tensor([0.])	tensor([0.])
4792	tensor([0.0196, 0.7098, 0.0187])	tensor([1.])	tensor([1.])
4793	tensor([0.1429, 0.9112, 0.2275])	tensor([0.])	tensor([1.])
4794	tensor([0.0000, 0.0004, 0.0187])	tensor([0.])	tensor([0.])
4795	tensor([0.0400, 0.0343, 0.1394])	tensor([1.])	tensor([1.])
4796	tensor([0.0000, 0.0677, 0.0592])	tensor([0.])	tensor([0.])
4797	tensor([0.0000, 0.0755, 0.0036])	tensor([1.])	tensor([0.])
4798	tensor([0.1165, 0.6641, 0.2275])	tensor([1.])	tensor([1.])
4799	tensor([0.0616, 0.5084, 0.2147])	tensor([1.])	tensor([1.])
4800	tensor([0.0275, 0.4536, 0.2275])	tensor([1.])	tensor([1.])
4801	tensor([0.1256, 0.7980, 0.2275])	tensor([1.])	tensor([1.])
4802	tensor([0.0000, 0.0461, 0.2147])	tensor([1.])	tensor([0.])
4803	tensor([0.0000, 0.0013, 0.0592])	tensor([0.])	tensor([0.])
4804	tensor([0.0476, 0.1206, 0.2147])	tensor([1.])	tensor([1.])
4805	tensor([0.0156, 0.1822, 0.0020])	tensor([1.])	tensor([1.])
4806	tensor([0.0353, 0.2918, 0.0110])	tensor([1.])	tensor([1.])
4807	tensor([0.0821, 0.6942, 0.0187])	tensor([1.])	tensor([1.])
4808	tensor([0.0022, 0.0499, 0.2147])	tensor([1.])	tensor([1.])
4809	tensor([0.0400, 0.8485, 0.0187])	tensor([0.])	tensor([1.])
4810	tensor([0.0000, 0.0086, 0.0019])	tensor([0.])	tensor([0.])
4811	tensor([0.0000, 0.0192, 0.0196])	tensor([0.])	tensor([0.])
4812	tensor([0.0000, 0.0080, 0.0577])	tensor([0.])	tensor([0.])
4813	tensor([0.0000, 0.0194, 0.0577])	tensor([0.])	tensor([0.])
4814	tensor([0.0000, 0.0125, 0.0042])	tensor([1.])	tensor([0.])
4815	tensor([0.0214, 0.1634, 0.2147])	tensor([1.])	tensor([1.])
4816	tensor([2.5478e-02, 6.9283e-01, 2.9767e-04])	tensor([1.])	tensor([1.])
4817	tensor([0.0000, 0.1152, 0.1394])	tensor([0.])	tensor([0.])
4818	tensor([0.0000, 0.0009, 0.0187])	tensor([0.])	tensor([0.])
4819	tensor([0.0000, 0.0869, 0.0592])	tensor([0.])	tensor([0.])
4820	tensor([0.0027, 0.4808, 0.0065])	tensor([1.])	tensor([1.])
4821	tensor([0.0000, 0.0372, 0.0211])	tensor([0.])	tensor([0.])
4822	tensor([0.0000, 0.0734, 0.2147])	tensor([0.])	tensor([0.])
4823	tensor([0.0211, 0.1349, 0.0355])	tensor([1.])	tensor([1.])
4824	tensor([0.0135, 0.2438, 0.0050])	tensor([1.])	tensor([1.])
4825	tensor([0.0357, 0.3321, 0.0592])	tensor([1.])	tensor([1.])
4826	tensor([0.0000, 0.0101, 0.0187])	tensor([0.])	tensor([0.])
4827	tensor([0.0000, 0.2781, 0.0355])	tensor([1.])	tensor([1.])
4828	tensor([0.0000, 0.0079, 0.0196])	tensor([0.])	tensor([0.])
4829	tensor([0.1667, 0.2452, 0.1394])	tensor([1.])	tensor([1.])
4830	tensor([0.0213, 0.1113, 0.2147])	tensor([1.])	tensor([1.])
4831	tensor([0.0000, 0.1812, 0.0043])	tensor([0.])	tensor([0.])
4832	tensor([0.0000, 0.1543, 0.0592])	tensor([0.])	tensor([0.])
4833	tensor([0.0161, 0.1355, 0.0021])	tensor([1.])	tensor([1.])
4834	tensor([0.0000, 0.0327, 0.0057])	tensor([1.])	tensor([0.])
4835	tensor([0.0746, 0.5046, 0.0110])	tensor([1.])	tensor([1.])
4836	tensor([0.0149, 0.7027, 0.0577])	tensor([1.])	tensor([1.])
4837	tensor([0.0000, 0.0170, 0.0030])	tensor([0.])	tensor([0.])
4838	tensor([0.0649, 0.6685, 0.0592])	tensor([1.])	tensor([1.])
4839	tensor([0.0309, 0.5932, 0.2275])	tensor([1.])	tensor([1.])
4840	tensor([0.0000, 0.0084, 0.2147])	tensor([0.])	tensor([0.])
4841	tensor([0.0000, 0.0057, 0.0079])	tensor([0.])	tensor([0.])
4842	tensor([0.0096, 0.5057, 0.0033])	tensor([1.])	tensor([1.])
4843	tensor([0.0000, 0.0000, 0.2147])	tensor([0.])	tensor([0.])
4844	tensor([0.0000, 0.0012, 0.0355])	tensor([0.])	tensor([0.])
4845	tensor([0.0000, 0.2054, 0.2275])	tensor([0.])	tensor([1.])
4846	tensor([0.0229, 0.2174, 0.2147])	tensor([1.])	tensor([1.])
4847	tensor([0.0000, 0.0000, 0.0042])	tensor([0.])	tensor([0.])
4848	tensor([0.0000, 0.0002, 0.0023])	tensor([0.])	tensor([0.])
4849	tensor([7.1429e-02, 8.1022e-01, 5.6317e-04])	tensor([1.])	tensor([1.])
4850	tensor([0.0022, 0.0339, 0.0011])	tensor([1.])	tensor([1.])
4851	tensor([0.0000, 0.0318, 0.2147])	tensor([1.])	tensor([0.])
4852	tensor([0.0000, 0.0574, 0.0187])	tensor([0.])	tensor([0.])
4853	tensor([0.0000, 0.0368, 0.0016])	tensor([0.])	tensor([0.])
4854	tensor([0.0024, 0.3227, 0.2275])	tensor([1.])	tensor([1.])
4855	tensor([0.0000, 0.0779, 0.0196])	tensor([0.])	tensor([0.])
4856	tensor([0.0000, 0.0144, 0.0033])	tensor([0.])	tensor([0.])
4857	tensor([0.0000, 0.0019, 0.0187])	tensor([0.])	tensor([0.])
4858	tensor([0.0000, 0.0749, 0.0355])	tensor([0.])	tensor([0.])
4859	tensor([0.0000, 0.0100, 0.2147])	tensor([1.])	tensor([0.])
4860	tensor([0.0183, 0.6007, 0.2147])	tensor([1.])	tensor([1.])
4861	tensor([0.0000, 0.1390, 0.0057])	tensor([1.])	tensor([0.])
4862	tensor([0.0000, 0.0105, 0.0020])	tensor([0.])	tensor([0.])
4863	tensor([0.0000, 0.0000, 0.0187])	tensor([0.])	tensor([0.])
4864	tensor([0.0000, 0.1075, 0.0355])	tensor([0.])	tensor([0.])
4865	tensor([0.0000, 0.0524, 0.2147])	tensor([1.])	tensor([0.])
4866	tensor([0.0000, 0.0573, 0.2147])	tensor([1.])	tensor([0.])
4867	tensor([2.0408e-02, 7.4363e-01, 1.0459e-04])	tensor([0.])	tensor([1.])
4868	tensor([0.0000, 0.0461, 0.2147])	tensor([1.])	tensor([0.])
4869	tensor([0.0337, 0.1744, 0.2147])	tensor([1.])	tensor([1.])
4870	tensor([0.0000, 0.0229, 0.0196])	tensor([0.])	tensor([0.])
4871	tensor([0.0039, 0.1516, 0.2275])	tensor([1.])	tensor([1.])
4872	tensor([0.0000, 0.0034, 0.0187])	tensor([0.])	tensor([0.])
4873	tensor([0.0156, 0.2643, 0.0592])	tensor([1.])	tensor([1.])
4874	tensor([0.0043, 0.4542, 0.0038])	tensor([1.])	tensor([1.])
4875	tensor([0.0406, 0.6328, 0.0577])	tensor([1.])	tensor([1.])
4876	tensor([0.1333, 0.3521, 0.1394])	tensor([1.])	tensor([1.])
4877	tensor([0.0361, 0.6287, 0.0039])	tensor([1.])	tensor([1.])
4878	tensor([0.0103, 0.0844, 0.0057])	tensor([1.])	tensor([1.])
4879	tensor([0.0000, 0.0043, 0.0025])	tensor([0.])	tensor([0.])
4880	tensor([0.0270, 0.2847, 0.0039])	tensor([1.])	tensor([1.])
4881	tensor([0.0250, 0.1481, 0.2147])	tensor([1.])	tensor([1.])
4882	tensor([0.0000, 0.0147, 0.0196])	tensor([0.])	tensor([0.])
4883	tensor([0.0084, 0.5062, 0.2275])	tensor([1.])	tensor([1.])
4884	tensor([0.0588, 0.3403, 0.2275])	tensor([1.])	tensor([1.])
4885	tensor([0.0000, 0.0003, 0.1394])	tensor([0.])	tensor([0.])
4886	tensor([0.0000, 0.1747, 0.0007])	tensor([0.])	tensor([0.])
4887	tensor([0.1667, 0.9152, 0.2275])	tensor([0.])	tensor([1.])
4888	tensor([0.0000, 0.0545, 0.2147])	tensor([1.])	tensor([0.])
4889	tensor([0.0050, 0.2919, 0.2275])	tensor([1.])	tensor([1.])
4890	tensor([0.0069, 0.1349, 0.0006])	tensor([1.])	tensor([1.])
4891	tensor([0.0124, 0.4528, 0.0333])	tensor([1.])	tensor([1.])
4892	tensor([0.0000, 0.0090, 0.0014])	tensor([0.])	tensor([0.])
4893	tensor([0.0000, 0.0372, 0.0110])	tensor([0.])	tensor([0.])
4894	tensor([0.0000, 0.0504, 0.2147])	tensor([0.])	tensor([0.])
4895	tensor([0.0000, 0.0405, 0.0333])	tensor([0.])	tensor([0.])
4896	tensor([0.0253, 0.7363, 0.0577])	tensor([1.])	tensor([1.])
4897	tensor([0.0000, 0.0139, 0.0006])	tensor([0.])	tensor([0.])
4898	tensor([0.0000, 0.0133, 0.0187])	tensor([0.])	tensor([0.])
